round,guess_word,best_next_word,no_of_possibilities
2,roate 10111;artel 21221,alter,1
1,roate 10120,party,2
2,roate 10120;party 02222,warty,1
2,roate 10120;party 22222,party,1
1,roate 10121,earth,1
1,roate 10200,dicks,51
2,roate 10200;dicks 00000,prawn,7
3,roate 10200;dicks 00000;prawn 01200,alarm,1
3,roate 10200;dicks 00000;prawn 01210,wharf,1
3,roate 10200;dicks 00000;prawn 02200,gravy,1
3,roate 10200;dicks 00000;prawn 02220,brawl,1
3,roate 10200;dicks 00000;prawn 02222,brawn,1
3,roate 10200;dicks 00000;prawn 12200,graph,1
3,roate 10200;dicks 00000;prawn 22222,prawn,1
2,roate 10200;dicks 00001,ahing,5
3,roate 10200;dicks 00001;ahing 10000,swarm,1
3,roate 10200;dicks 00001;ahing 10001,grasp,1
3,roate 10200;dicks 00001;ahing 10010,snarl,1
3,roate 10200;dicks 00001;ahing 11000,brash,1
3,roate 10200;dicks 00001;ahing 12000,sharp,1
2,roate 10200;dicks 00002,brass,2
3,roate 10200;dicks 00002;brass 02222,grass,1
3,roate 10200;dicks 00002;brass 22222,brass,1
2,roate 10200;dicks 00010,frank,3
3,roate 10200;dicks 00010;frank 01202,quark,1
3,roate 10200;dicks 00010;frank 02222,prank,1
3,roate 10200;dicks 00010;frank 22222,frank,1
2,roate 10200;dicks 00011,shark,2
3,roate 10200;dicks 00011;shark 20222,spark,1
3,roate 10200;dicks 00011;shark 22222,shark,1
2,roate 10200;dicks 00100,abysm,4
3,roate 10200;dicks 00100;abysm 10000,crawl,1
3,roate 10200;dicks 00100;abysm 10001,cramp,1
3,roate 10200;dicks 00100;abysm 10002,charm,1
3,roate 10200;dicks 00100;abysm 10100,crazy,1
2,roate 10200;dicks 00101,scarf,3
3,roate 10200;dicks 00101;scarf 11210,crash,1
3,roate 10200;dicks 00101;scarf 22220,scary,1
3,roate 10200;dicks 00101;scarf 22222,scarf,1
2,roate 10200;dicks 00102,crass,1
2,roate 10200;dicks 00110,crack,3
3,roate 10200;dicks 00110;crack 02222,wrack,1
3,roate 10200;dicks 00110;crack 22202,crank,1
3,roate 10200;dicks 00110;crack 22222,crack,1
2,roate 10200;dicks 01000,grail,5
3,roate 10200;dicks 01000;grail 01221,flair,1
3,roate 10200;dicks 01000;grail 02220,brain,1
3,roate 10200;dicks 01000;grail 02222,frail,1
3,roate 10200;dicks 01000;grail 22220,grain,1
3,roate 10200;dicks 01000;grail 22222,grail,1
2,roate 10200;dicks 01100,chair,1
2,roate 10200;dicks 10000,grand,5
3,roate 10200;dicks 10000;grand 01202,award,1
3,roate 10200;dicks 10000;grand 02202,fraud,1
3,roate 10200;dicks 10000;grand 02222,brand,1
3,roate 10200;dicks 10000;grand 21202,guard,1
3,roate 10200;dicks 10000;grand 22222,grand,1
2,roate 10200;dicks 10001,shard,1
2,roate 10200;dicks 10100,chard,1
2,roate 10200;dicks 11000,braid,1
2,roate 10200;dicks 20000,drawl,4
3,roate 10200;dicks 20000;drawl 21210,dwarf,1
3,roate 10200;dicks 20000;drawl 22200,drama,1
3,roate 10200;dicks 20000;drawl 22220,drawn,1
3,roate 10200;dicks 20000;drawl 22222,drawl,1
2,roate 10200;dicks 20010,drank,1
2,roate 10200;dicks 21000,drain,1
2,roate 10200;dicks 22000,diary,1
1,roate 10201,bandy,6
2,roate 10201;bandy 01000,pearl,1
2,roate 10201;bandy 01002,weary,1
2,roate 10201;bandy 01010,heard,1
2,roate 10201;bandy 01100,learn,1
2,roate 10201;bandy 01101,yearn,1
2,roate 10201;bandy 21010,beard,1
1,roate 10202,crags,23
2,roate 10202;crags 01200,blare,3
3,roate 10202;crags 01200;blare 00222,aware,1
3,roate 10202;crags 01200;blare 02222,flare,1
3,roate 10202;crags 01200;blare 22222,blare,1
2,roate 10202;crags 01201,adhan,3
3,roate 10202;crags 01201;adhan 10000,spare,1
3,roate 10202;crags 01201;adhan 10001,snare,1
3,roate 10202;crags 01201;adhan 10100,share,1
2,roate 10202;crags 01210,glare,1
2,roate 10202;crags 02200,baked,5
3,roate 10202;crags 02200;baked 01010,frame,1
3,roate 10202;crags 02200;baked 01011,drape,1
3,roate 10202;crags 02200;baked 01111,drake,1
3,roate 10202;crags 02200;baked 21010,brave,1
3,roate 10202;crags 02200;baked 21110,brake,1
2,roate 10202;crags 02201,erase,1
2,roate 10202;crags 02210,paved,4
3,roate 10202;crags 02210;paved 01010,graze,1
3,roate 10202;crags 02210;paved 01011,grade,1
3,roate 10202;crags 02210;paved 01110,grave,1
3,roate 10202;crags 02210;paved 11010,grape,1
2,roate 10202;crags 11201,scare,1
2,roate 10202;crags 12200,brace,1
2,roate 10202;crags 12210,grace,1
2,roate 10202;crags 22200,anvil,3
3,roate 10202;crags 22200;anvil 10000,craze,1
3,roate 10202;crags 22200;anvil 10100,crave,1
3,roate 10202;crags 22200;anvil 11000,crane,1
1,roate 10210,crims,20
2,roate 10210;crims 01000,apart,2
3,roate 10210;crims 01000;apart 00222,quart,1
3,roate 10210;crims 01000;apart 22222,apart,1
2,roate 10210;crims 01001,stark,2
3,roate 10210;crims 01001;stark 22220,start,1
3,roate 10210;crims 01001;stark 22222,stark,1
2,roate 10210;crims 01011,smart,1
2,roate 10210;crims 01100,tiara,1
2,roate 10210;crims 01101,stair,1
2,roate 10210;crims 02000,draft,4
3,roate 10210;crims 02000;draft 02201,trawl,1
3,roate 10210;crims 02000;draft 02202,grant,1
3,roate 10210;crims 02000;draft 02222,graft,1
3,roate 10210;crims 02000;draft 22222,draft,1
2,roate 10210;crims 02001,trash,1
2,roate 10210;crims 02020,tramp,1
2,roate 10210;crims 02100,ablet,3
3,roate 10210;crims 02100;ablet 10001,train,1
3,roate 10210;crims 02100;ablet 10002,trait,1
3,roate 10210;crims 02100;ablet 10101,trail,1
2,roate 10210;crims 12000,track,2
3,roate 10210;crims 12000;track 22220,tract,1
3,roate 10210;crims 12000;track 22222,track,1
2,roate 10210;crims 21000,chart,1
2,roate 10210;crims 22000,craft,1
1,roate 10211,heart,2
2,roate 10211;heart 02221,teary,1
2,roate 10211;heart 22222,heart,1
1,roate 10212,trace,3
2,roate 10212;trace 11202,stare,1
2,roate 10212;trace 22202,trade,1
2,roate 10212;trace 22222,trace,1
1,roate 10220,wrath,1
1,roate 10222,abaci,3
2,roate 10222;abaci 00200,grate,1
2,roate 10222;abaci 00201,irate,1
2,roate 10222;abaci 00210,crate,1
1,roate 11000,grind,57
2,roate 11000;grind 01000,afros,7
3,roate 11000;grind 01000;afros 00110,occur,1
3,roate 11000;grind 01000;afros 00111,scour,1
3,roate 11000;grind 01000;afros 00120,humor,1
3,roate 11000;grind 01000;afros 00220,juror,1
3,roate 11000;grind 01000;afros 01110,flour,1
3,roate 11000;grind 01000;afros 01120,floor,1
3,roate 11000;grind 01000;afros 01220,furor,1
2,roate 11000;grind 01001,hydro,1
2,roate 11000;grind 01002,abacs,3
3,roate 11000;grind 01002;abacs 00000,fjord,1
3,roate 11000;grind 01002;abacs 00001,sword,1
3,roate 11000;grind 01002;abacs 00010,chord,1
2,roate 11000;grind 01010,achar,3
3,roate 11000;grind 01010;achar 00001,sworn,1
3,roate 11000;grind 01010;achar 00101,shorn,1
3,roate 11000;grind 01010;achar 02001,scorn,1
2,roate 11000;grind 01100,choir,5
3,roate 11000;grind 01100;choir 00112,visor,1
3,roate 11000;grind 01100;choir 00211,ivory,1
3,roate 11000;grind 01100;choir 10111,micro,1
3,roate 11000;grind 01100;choir 20121,curio,1
3,roate 11000;grind 01100;choir 22222,choir,1
2,roate 11000;grind 01110,minor,1
2,roate 11000;grind 02000,capos,10
3,roate 11000;grind 02000;capos 00020,brook,2
4,roate 11000;grind 02000;capos 00020;brook 22220,broom,1
4,roate 11000;grind 02000;capos 00020;brook 22222,brook,1
3,roate 11000;grind 02000;capos 00110,prowl,2
4,roate 11000;grind 02000;capos 00110;prowl 22200,proxy,1
4,roate 11000;grind 02000;capos 00110;prowl 22222,prowl,1
3,roate 11000;grind 02000;capos 00120,proof,1
3,roate 11000;grind 02000;capos 10010,frock,1
3,roate 11000;grind 02000;capos 20010,crock,1
3,roate 11000;grind 02000;capos 20012,cross,1
3,roate 11000;grind 02000;capos 20020,crook,1
3,roate 11000;grind 02000;capos 20110,croup,1
2,roate 11000;grind 02001,drool,4
3,roate 11000;grind 02001;drool 22200,dross,1
3,roate 11000;grind 02001;drool 22202,droll,1
3,roate 11000;grind 02001;drool 22220,droop,1
3,roate 11000;grind 02001;drool 22222,drool,1
2,roate 11000;grind 02002,abaca,3
3,roate 11000;grind 02002;abaca 00000,proud,1
3,roate 11000;grind 02002;abaca 00010,crowd,1
3,roate 11000;grind 02002;abaca 01000,brood,1
2,roate 11000;grind 02010,abaca,3
3,roate 11000;grind 02010;abaca 00000,frown,1
3,roate 11000;grind 02010;abaca 00010,crown,1
3,roate 11000;grind 02010;abaca 01000,brown,1
2,roate 11000;grind 02011,drown,1
2,roate 11000;grind 02020,crony,1
2,roate 11000;grind 02022,frond,1
2,roate 11000;grind 02100,broil,1
2,roate 11000;grind 02120,irony,1
2,roate 11000;grind 02200,primo,2
3,roate 11000;grind 02200;primo 22201,prior,1
3,roate 11000;grind 02200;primo 22222,primo,1
2,roate 11000;grind 11100,vigor,1
2,roate 11000;grind 12020,prong,2
3,roate 11000;grind 12020;prong 02222,wrong,1
3,roate 11000;grind 12020;prong 22222,prong,1
2,roate 11000;grind 21000,glory,1
2,roate 11000;grind 22000,adsum,4
3,roate 11000;grind 22000;adsum 00000,growl,1
3,roate 11000;grind 22000;adsum 00002,groom,1
3,roate 11000;grind 22000;adsum 00020,group,1
3,roate 11000;grind 22000;adsum 00100,gross,1
2,roate 11000;grind 22010,grown,1
2,roate 11000;grind 22110,groin,1
1,roate 11001,urned,10
2,roate 11001;urned 01010,verso,1
2,roate 11001;urned 01011,decor,1
2,roate 11001;urned 01020,offer,1
2,roate 11001;urned 01021,odder,2
3,roate 11001;urned 01021;odder 20222,older,1
3,roate 11001;urned 01021;odder 22222,odder,1
2,roate 11001;urned 01110,heron,1
2,roate 11001;urned 01220,owner,1
2,roate 11001;urned 02010,error,1
2,roate 11001;urned 02011,credo,1
2,roate 11001;urned 02021,order,1
1,roate 11002,phons,19
2,roate 11002;phons 00100,ombre,1
2,roate 11002;phons 00200,bovid,5
3,roate 11002;phons 00200;bovid 01000,froze,1
3,roate 11002;phons 00200;bovid 01001,erode,1
3,roate 11002;phons 00200;bovid 01100,grove,1
3,roate 11002;phons 00200;bovid 01101,drove,1
3,roate 11002;phons 00200;bovid 21000,broke,1
2,roate 11002;phons 00201,score,2
3,roate 11002;phons 00201;score 20222,swore,1
3,roate 11002;phons 00201;score 22222,score,1
2,roate 11002;phons 00211,snore,1
2,roate 11002;phons 00220,crone,2
3,roate 11002;phons 00220;crone 02222,drone,1
3,roate 11002;phons 00220;crone 22222,crone,1
2,roate 11002;phons 02200,chore,1
2,roate 11002;phons 02201,shore,1
2,roate 11002;phons 10200,grope,1
2,roate 11002;phons 10201,spore,1
2,roate 11002;phons 20200,probe,2
3,roate 11002;phons 20200;probe 22202,prove,1
3,roate 11002;phons 20200;probe 22222,probe,1
2,roate 11002;phons 20201,prose,1
2,roate 11002;phons 20220,prone,1
1,roate 11010,shunt,21
2,roate 11010;shunt 00001,troll,2
3,roate 11010;shunt 00001;troll 22200,troop,1
3,roate 11010;shunt 00001;troll 22222,troll,1
2,roate 11010;shunt 00002,droit,2
3,roate 11010;shunt 00002;droit 02122,orbit,1
3,roate 11010;shunt 00002;droit 22222,droit,1
2,roate 11010;shunt 00011,intro,1
2,roate 11010;shunt 00022,front,1
2,roate 11010;shunt 00101,tumor,3
3,roate 11010;shunt 00101;tumor 22011,turbo,1
3,roate 11010;shunt 00101;tumor 22022,tutor,1
3,roate 11010;shunt 00101;tumor 22222,tumor,1
2,roate 11010;shunt 00102,grout,2
3,roate 11010;shunt 00102;grout 02222,trout,1
3,roate 11010;shunt 00102;grout 22222,grout,1
2,roate 11010;shunt 02001,throb,2
3,roate 11010;shunt 02001;throb 22220,throw,1
3,roate 11010;shunt 02001;throb 22222,throb,1
2,roate 11010;shunt 02011,thorn,1
2,roate 11010;shunt 10002,frost,1
2,roate 11010;shunt 20001,abysm,3
3,roate 11010;shunt 20001;abysm 00010,stork,1
3,roate 11010;shunt 20001;abysm 00012,storm,1
3,roate 11010;shunt 20001;abysm 00110,story,1
2,roate 11010;shunt 20002,sport,1
2,roate 11010;shunt 20012,snort,1
2,roate 11010;shunt 22002,short,1
1,roate 11011,other,6
2,roate 11011;other 11011,metro,1
2,roate 11011;other 11012,tenor,1
2,roate 11011;other 21011,overt,1
2,roate 11011;other 21022,outer,1
2,roate 11011;other 22022,otter,1
2,roate 11011;other 22222,other,1
1,roate 11012,trope,3
2,roate 11012;trope 11202,store,1
2,roate 11012;trope 22202,trove,1
2,roate 11012;trope 22222,trope,1
1,roate 11020,broth,2
2,roate 11020;broth 02222,froth,1
2,roate 11020;broth 22222,broth,1
1,roate 11022,wrote,1
1,roate 11100,macon,28
2,roate 11100;macon 01010,agora,3
3,roate 11100;macon 01010;agora 00222,flora,1
3,roate 11100;macon 01010;agora 10210,broad,1
3,roate 11100;macon 01010;agora 22222,agora,1
2,roate 11100;macon 01012,adorn,3
3,roate 11100;macon 01012;adorn 10112,organ,1
3,roate 11100;macon 01012;adorn 10212,groan,1
3,roate 11100;macon 01012;adorn 22222,adorn,1
2,roate 11100;macon 01020,abhor,4
3,roate 11100;macon 01020;abhor 20021,arrow,1
3,roate 11100;macon 01020;abhor 20022,ardor,1
3,roate 11100;macon 01020;abhor 21022,arbor,1
3,roate 11100;macon 01020;abhor 22222,abhor,1
2,roate 11100;macon 01022,apron,2
3,roate 11100;macon 01022;apron 20122,arson,1
3,roate 11100;macon 01022;apron 22222,apron,1
2,roate 11100;macon 01110,croak,1
2,roate 11100;macon 01112,acorn,1
2,roate 11100;macon 02020,blips,5
3,roate 11100;macon 02020;blips 00000,favor,1
3,roate 11100;macon 02020;blips 00001,savor,1
3,roate 11100;macon 02020;blips 00010,vapor,1
3,roate 11100;macon 02020;blips 01000,valor,1
3,roate 11100;macon 02020;blips 11000,labor,1
2,roate 11100;macon 02022,baron,1
2,roate 11100;macon 02110,cargo,1
2,roate 11100;macon 02120,carol,1
2,roate 11100;macon 11010,aroma,1
2,roate 11100;macon 11020,armor,1
2,roate 11100;macon 22020,major,2
3,roate 11100;macon 22020;major 22022,mayor,1
3,roate 11100;macon 22020;major 22222,major,1
2,roate 11100;macon 22021,manor,1
2,roate 11100;macon 22210,macro,1
1,roate 11101,opera,1
1,roate 11102,adore,2
2,roate 11102;adore 20212,arose,1
2,roate 11102;adore 22222,adore,1
1,roate 11110,abort,3
2,roate 11110;abort 10112,tarot,1
2,roate 11110;abort 20111,actor,1
2,roate 11110;abort 22222,abort,1
1,roate 11200,bravo,2
2,roate 11200;bravo 01211,ovary,1
2,roate 11200;bravo 22222,bravo,1
1,roate 12000,cundy,18
2,roate 12000;cundy 00000,forgo,2
3,roate 12000;cundy 00000;forgo 02200,morph,1
3,roate 12000;cundy 00000;forgo 22222,forgo,1
2,roate 12000;cundy 00002,ables,3
3,roate 12000;cundy 00002;ables 00000,worry,1
3,roate 12000;cundy 00002;ables 00001,sorry,1
3,roate 12000;cundy 00002;ables 00100,lorry,1
2,roate 12000;cundy 00010,world,1
2,roate 12000;cundy 00012,dowry,1
2,roate 12000;cundy 00022,wordy,1
2,roate 12000;cundy 00100,moron,1
2,roate 12000;cundy 00102,horny,1
2,roate 12000;cundy 00200,honor,1
2,roate 12000;cundy 00210,donor,1
2,roate 12000;cundy 01000,forum,1
2,roate 12000;cundy 01010,gourd,1
2,roate 12000;cundy 01100,mourn,1
2,roate 12000;cundy 10000,porch,1
2,roate 12000;cundy 20000,color,1
2,roate 12000;cundy 20102,corny,1
1,roate 12001,mawks,20
2,roate 12001;mawks 00000,chevy,7
3,roate 12001;mawks 00000;chevy 00100,boxer,2
4,roate 12001;mawks 00000;chevy 00100;boxer 02022,goner,1
4,roate 12001;mawks 00000;chevy 00100;boxer 22222,boxer,1
3,roate 12001;mawks 00000;chevy 00101,foyer,1
3,roate 12001;mawks 00000;chevy 00110,lover,1
3,roate 12001;mawks 00000;chevy 01110,hover,1
3,roate 12001;mawks 00000;chevy 20100,corer,1
3,roate 12001;mawks 00000;chevy 20110,cover,1
2,roate 12001;mawks 00001,loser,3
3,roate 12001;mawks 00001;loser 02122,sober,1
3,roate 12001;mawks 00001;loser 02222,poser,1
3,roate 12001;mawks 00001;loser 22222,loser,1
2,roate 12001;mawks 00010,joker,2
3,roate 12001;mawks 00010;joker 02222,poker,1
3,roate 12001;mawks 00010;joker 22222,joker,1
2,roate 12001;mawks 00100,wooer,1
2,roate 12001;mawks 00200,acold,3
3,roate 12001;mawks 00200;acold 00100,power,1
3,roate 12001;mawks 00200;acold 00110,lower,1
3,roate 12001;mawks 00200;acold 01100,cower,1
2,roate 12001;mawks 00201,sower,1
2,roate 12001;mawks 10000,homer,1
2,roate 12001;mawks 20000,mover,1
2,roate 12001;mawks 20200,mower,1
1,roate 12002,gnash,7
2,roate 12002;gnash 00000,force,1
2,roate 12002;gnash 00001,horde,1
2,roate 12002;gnash 00020,worse,1
2,roate 12002;gnash 00021,horse,1
2,roate 12002;gnash 01000,borne,1
2,roate 12002;gnash 10000,forge,1
2,roate 12002;gnash 20000,gorge,1
1,roate 12010,torso,6
2,roate 12010;torso 12100,court,1
2,roate 12010;torso 12101,motor,1
2,roate 12010;torso 12220,worst,1
2,roate 12010;torso 22200,torch,1
2,roate 12010;torso 22210,torus,1
2,roate 12010;torso 22222,torso,1
1,roate 12011,tower,2
2,roate 12011;tower 12022,voter,1
2,roate 12011;tower 22222,tower,1
1,roate 12020,downy,4
2,roate 12020;downy 02000,forth,1
2,roate 12020;downy 02002,forty,1
2,roate 12020;downy 02010,north,1
2,roate 12020;downy 02100,worth,1
1,roate 12022,forte,1
1,roate 12100,balms,9
2,roate 12100;balms 01000,foray,1
2,roate 12100;balms 01001,sonar,1
2,roate 12100;balms 01100,coral,1
2,roate 12100;balms 01110,moral,1
2,roate 12100;balms 01200,polar,1
2,roate 12100;balms 01201,solar,1
2,roate 12100;balms 01210,molar,1
2,roate 12100;balms 11000,cobra,1
2,roate 12100;balms 21000,borax,1
1,roate 12120,aorta,1
1,roate 12200,board,2
2,roate 12200;board 02222,hoard,1
2,roate 12200;board 22222,board,1
1,roate 20000,rigid,4
2,roate 20000;rigid 20001,ruddy,1
2,roate 20000;rigid 20200,rugby,1
2,roate 20000;rigid 22000,risky,1
2,roate 20000;rigid 22222,rigid,1
1,roate 20001,lupin,21
2,roate 20001;lupin 00000,reedy,2
3,roate 20001;lupin 00000;reedy 22100,refer,1
3,roate 20001;lupin 00000;reedy 22222,reedy,1
2,roate 20001;lupin 00001,renew,1
2,roate 20001;lupin 00010,acids,3
3,roate 20001;lupin 00010;acids 00100,river,1
3,roate 20001;lupin 00010;acids 00101,riser,1
3,roate 20001;lupin 00010;acids 00110,rider,1
2,roate 20001;lupin 00012,reign,2
3,roate 20001;lupin 00012;reign 21102,risen,1
3,roate 20001;lupin 00012;reign 22222,reign,1
2,roate 20001;lupin 00022,resin,1
2,roate 20001;lupin 00210,riper,1
2,roate 20001;lupin 00212,ripen,1
2,roate 20001;lupin 01000,rebus,2
3,roate 20001;lupin 01000;rebus 22020,recur,1
3,roate 20001;lupin 01000;rebus 22222,rebus,1
2,roate 20001;lupin 01002,rerun,1
2,roate 20001;lupin 02000,ruder,1
2,roate 20001;lupin 10000,rebel,2
3,roate 20001;lupin 10000;rebel 22022,revel,1
3,roate 20001;lupin 10000;rebel 22222,rebel,1
2,roate 20001;lupin 10020,relic,1
2,roate 20001;lupin 10200,repel,2
3,roate 20001;lupin 10200;repel 22201,reply,1
3,roate 20001;lupin 10200;repel 22222,repel,1
2,roate 20001;lupin 12000,ruler,1
1,roate 20002,adsum,7
2,roate 20002;adsum 00000,rifle,1
2,roate 20002;adsum 00001,rhyme,1
2,roate 20002;adsum 00010,rupee,1
2,roate 20002;adsum 00020,revue,1
2,roate 20002;adsum 00100,rinse,1
2,roate 20002;adsum 00110,reuse,1
2,roate 20002;adsum 01000,ridge,1
1,roate 20010,right,1
1,roate 20011,ficus,8
2,roate 20011;ficus 00000,retry,1
2,roate 20011;ficus 00001,reset,1
2,roate 20011;ficus 00020,rebut,1
2,roate 20011;ficus 00100,retch,1
2,roate 20011;ficus 00220,recut,1
2,roate 20011;ficus 01000,remit,1
2,roate 20011;ficus 02000,rivet,1
2,roate 20011;ficus 11000,refit,1
1,roate 20020,rusty,1
1,roate 20100,child,15
2,roate 20100;child 00000,raspy,2
3,roate 20100;child 00000;raspy 21000,rumba,1
3,roate 20100;child 00000;raspy 22222,raspy,1
2,roate 20100;child 00001,radar,2
3,roate 20100;child 00001;radar 22100,randy,1
3,roate 20100;child 00001;radar 22222,radar,1
2,roate 20100;child 00010,rural,1
2,roate 20100;child 00020,rally,1
2,roate 20100;child 00100,rabbi,1
2,roate 20100;child 00101,radii,1
2,roate 20100;child 00102,rabid,2
3,roate 20100;child 00102;rabid 22022,rapid,1
3,roate 20100;child 00102;rabid 22222,rabid,1
2,roate 20100;child 00110,rival,1
2,roate 20100;child 00200,rainy,1
2,roate 20100;child 01000,rajah,1
2,roate 20100;child 01010,ralph,1
2,roate 20100;child 11000,ranch,1
1,roate 20101,calmy,12
2,roate 20101;calmy 01000,rebar,2
3,roate 20101;calmy 01000;rebar 22120,rehab,1
3,roate 20101;calmy 01000;rebar 22222,rebar,1
2,roate 20101;calmy 01002,repay,1
2,roate 20101;calmy 01100,regal,2
3,roate 20101;calmy 01100;regal 22022,renal,1
3,roate 20101;calmy 01100;regal 22222,regal,1
2,roate 20101;calmy 01200,relax,1
2,roate 20101;calmy 01202,relay,1
2,roate 20101;calmy 02000,rarer,2
3,roate 20101;calmy 02000;rarer 22020,raven,1
3,roate 20101;calmy 02000;rarer 22222,rarer,1
2,roate 20101;calmy 02010,ramen,1
2,roate 20101;calmy 11000,recap,1
2,roate 20101;calmy 12000,racer,1
1,roate 20102,raise,2
2,roate 20102;raise 22002,range,1
2,roate 20102;raise 22222,raise,1
1,roate 20120,ratty,1
1,roate 20201,acold,4
2,roate 20201;acold 10000,rearm,1
2,roate 20201;acold 10001,ready,1
2,roate 20201;acold 10020,realm,1
2,roate 20201;acold 11000,reach,1
1,roate 20211,react,1
1,roate 21000,rhino,3
2,roate 21000;rhino 20001,rumor,1
2,roate 21000;rhino 20101,rigor,1
2,roate 21000;rhino 22222,rhino,1
1,roate 21011,retro,1
1,roate 21100,rayon,3
2,roate 21100;rayon 22010,radio,1
2,roate 21100;rayon 22020,razor,1
2,roate 21100;rayon 22222,rayon,1
1,roate 21110,ratio,1
1,roate 22000,acidy,6
2,roate 22000;acidy 00000,rough,1
2,roate 22000;acidy 00002,roomy,1
2,roate 22000;acidy 00010,round,1
2,roate 22000;acidy 00022,rowdy,1
2,roate 22000;acidy 00100,robin,1
2,roate 22000;acidy 01002,rocky,1
1,roate 22001,advew,4
2,roate 22001;advew 00020,roger,1
2,roate 22001;advew 00021,rower,1
2,roate 22001;advew 00220,rover,1
2,roate 22001;advew 01020,rodeo,1
1,roate 22002,rogue,3
2,roate 22002;rogue 22012,rouse,1
2,roate 22002;rogue 22112,rouge,1
2,roate 22002;rogue 22222,rogue,1
1,roate 22010,robot,3
2,roate 22010;robot 22012,roost,1
2,roate 22010;robot 22021,rotor,1
2,roate 22010;robot 22222,robot,1
1,roate 22022,route,1
1,roate 22100,royal,1
1,roate 22200,roach,1
1,roate 22210,roast,1
