word,score
7*6-8=34,92091
7+8-5=10,92074
3+4*6=27,92065
4+12-7=9,92061
29-7*4=1,92060
9*7/3=21,92043
8/2+9=13,92033
7*9/3=21,92028
4*5-12=8,92028
6*7-8=34,92013
9+6-13=2,91996
4+12-9=7,91991
8*3+5=29,91989
31-6*4=7,91981
5*4-12=8,91957
6*3+9=27,91930
8+7-5=10,91929
9+7-6=10,91929
2+14-7=9,91920
7+9-6=10,91914
6+9-13=2,91903
10+2-7=5,91903
9+6-12=3,91891
10+2-5=7,91891
105-7=98,91870
2+14-9=7,91850
14-2*7=0,91843
2+9*4=38,91822
106/2=53,91819
9+5*3=24,91812
4*5-18=2,91808
43-6*7=1,91801
6+9-12=3,91798
108/2=54,91791
8-3+5=10,91783
4+7*3=25,91779
16-2*8=0,91775
9*8+2=74,91772
9-4+5=10,91770
2+4*9=38,91769
6-3+7=10,91759
9*5+2=47,91749
57+23=80,91748
7-3+6=10,91742
67+23=90,91737
5*4-18=2,91737
5-3+8=10,91735
3*7+8=29,91723
5*9+2=47,91711
5+12-9=8,91709
53+27=80,91684
5+8*7=61,91681
63+27=90,91673
5-4+9=10,91663
3*9-21=6,91662
9+8-7=10,91662
4/2*8=16,91656
9+3*5=24,91656
4+8*6=52,91654
9*8/1=72,91653
41-5*7=6,91645
105-8=97,91639
10-5+2=7,91635
58+32=90,91632
4+3*7=25,91630
8/2*4=16,91617
8*9+2=74,91612
5+12-8=9,91595
7+8-13=2,91593
43-7*6=1,91588
8/4*6=12,91578
9*6/1=54,91576
4+6*8=52,91572
52+38=90,91568
6/4*8=12,91563
2*9-13=5,91546
32-4*6=8,91530
18/3-2=4,91523
108/4=27,91522
27+53=80,91511
5+7*8=61,91504
7*3+8=29,91504
8+9-7=10,91502
8*9/1=72,91493
7+8-12=3,91488
6*9/1=54,91483
46-5*9=1,91475
2+15-9=8,91472
38+52=90,91467
7*6+3=45,91464
9*3-21=6,91458
8+7-13=2,91448
23+57=80,91447
36-5*7=1,91446
4*7+8=36,91443
18/3-4=2,91433
10+4-6=8,91431
9/3*4=12,91430
5+6*4=29,91416
4/3*9=12,91410
32+58=90,91403
316/4=79,91396
7*4+8=36,91395
2*9-15=3,91393
6*7+3=45,91386
9+7-12=4,91379
5+7*3=26,91377
37-4*9=1,91376
9+6*7=51,91373
10-4+3=9,91372
7+6*3=25,91368
10+4-8=6,91367
7+9-12=4,91364
16/2-3=5,91362
2+15-8=9,91358
51-6*8=3,91349
5+4*6=29,91344
8+7-12=3,91343
18/2-3=6,91341
130/5=26,91334
9-5+6=10,91319
10-9+2=3,91313
27+63=90,91302
8+4/2=10,91293
9+7-14=2,91289
140/5=28,91281
10-6+4=8,91281
9+7*6=51,91278
7+9-14=2,91274
10+3-4=9,91270
9*7+2=65,91269
10-7+2=5,91257
9*2-13=5,91256
41-7*5=6,91255
10+3-9=4,91254
7*9+2=65,91254
6-5+9=10,91245
23+67=90,91238
5+3*7=26,91228
160/5=32,91218
16/2-5=3,91209
32-6*4=8,91184
2-9+13=6,91183
4+13-9=8,91176
3*9-26=1,91175
4*5/2=10,91173
9*5+3=48,91170
4*8+5=37,91168
3/1*8=24,91153
3*8-4=20,91152
5*9+3=48,91132
7+3*6=25,91124
8/1*3=24,91115
3+14-9=8,91107
18/2-5=4,91104
9*2-15=3,91103
5*4/2=10,91102
2-6+13=9,91083
18/2-6=3,91080
10+3-5=8,91076
9+8-12=5,91074
56+34=90,91067
3-9+12=6,91066
18/2-4=5,91062
4+13-8=9,91062
36-7*5=1,91056
54+36=90,91054
258/6=43,91029
9+8-15=2,91026
49-6*8=1,91023
10-5+3=8,91009
14-7*2=0,91001
6+8/2=10,90997
3+14-8=9,90993
51-8*6=3,90979
8*4+5=37,90975
9*3-26=1,90971
25-3*7=4,90969
10+3-7=6,90968
3-6+12=9,90966
4*8-2=30,90956
9-6+7=10,90954
9/2*4=18,90952
24-3*5=9,90945
5+8*3=29,90941
27-4*6=3,90934
4/2*9=18,90932
9+6*3=27,90922
130/2=65,90916
8+9-12=5,90914
10-4/2=8,90906
10+3-8=5,90904
36+54=90,90902
3*7-12=9,90901
413/7=59,90898
18-2*9=0,90897
34+56=90,90889
4/1*8=32,90888
9*6+4=58,90888
8+9-15=2,90866
8-5+7=10,90866
7-6+9=10,90863
5*6-21=9,90856
8/1*4=32,90849
10+3-6=7,90848
10-8+4=6,90847
7-5+8=10,90834
7*8/1=56,90802
6*5-21=9,90801
3*7-19=2,90795
6*9+4=58,90795
2-7+13=8,90790
8*3-4=20,90788
16-8*2=0,90776
46-9*5=1,90771
7*5+8=43,90767
8*4-2=30,90763
5*7+8=43,90744
2-8+13=7,90736
9*5-7=38,90701
4*8+7=39,90700
9+8-13=4,90699
7*3-12=9,90682
24-5*3=9,90682
9+3*6=27,90678
651/7=93,90674
3-7+12=8,90673
9*7/1=63,90670
5*9-7=38,90663
8*7/1=56,90657
7*9/1=63,90655
49-8*6=1,90653
2+9*5=47,90635
3-8+12=7,90619
5+3*8=29,90615
7*5+4=39,90605
10-6+3=7,90604
10-5+4=9,90595
7+6/2=10,90591
2+8*9=74,90589
27-6*4=3,90588
5*7+4=39,90582
364/7=52,90580
7*3-19=2,90576
10+4-5=9,90568
2+5*9=47,90566
236/4=59,90566
26-3*7=5,90550
64-7*9=1,90543
8+9-13=4,90539
38-4*9=2,90514
10-7+3=6,90511
10+4-9=5,90510
8*4+7=39,90507
4*5/1=20,90504
9+8-14=3,90504
37-9*4=1,90503
368/4=92,90490
2+9*8=74,90488
10-9+3=4,90483
25-3*6=7,90478
9/6*8=12,90473
9*5-8=37,90470
342/6=57,90452
5*4/1=20,90433
5*9-8=37,90432
5*6-29=1,90419
2-9+14=7,90417
9-7+8=10,90415
8/6*9=12,90414
201/3=67,90414
18-3*6=0,90414
9*7-61=2,90401
9*8+4=76,90397
7*9-61=2,90386
2-7+14=9,90376
6*5-29=1,90364
8+7*3=29,90359
8-7+9=10,90356
29-4*6=5,90356
162/54=3,90350
52-6*8=4,90348
8+9-14=3,90344
4*5-13=7,90326
24/6-1=3,90325
25-7*3=4,90316
3*4+8=20,90310
10-8+3=5,90290
4-9+12=7,90275
9*8/3=24,90268
5*4-13=7,90255
9*8-7=65,90251
4*9-31=5,90241
8*9+4=76,90237
9*6+3=57,90237
4-7+12=9,90234
64-9*7=1,90229
61-7*8=5,90227
4/1*7=28,90222
9*8-5=67,90217
28/4-1=6,90210
8+3*7=29,90210
3+6*7=45,90208
2-9+15=8,90208
9*4-31=5,90208
7*5-31=4,90207
4*5-17=3,90185
5*7-31=4,90184
6/1*7=42,90176
146/73=2,90176
1+42/6=8,90167
2+9*7=65,90162
7/1*6=42,90159
7/1*4=28,90151
7*6-2=40,90145
6*9+3=57,90144
21-3*7=0,90141
4*3+8=20,90139
24/3-1=7,90121
5*4-17=3,90114
3+7*6=45,90113
2-8+15=9,90113
8*9/3=24,90108
8+4*7=36,90101
24/6-3=1,90099
8*9-7=65,90091
4*6-15=9,90089
2+7*9=65,90086
8+7*4=36,90078
61-8*7=5,90070
9*7-62=1,90070
6*7-2=40,90067
152/38=4,90066
8*9-5=67,90057
7*9-62=1,90055
3*7-15=6,90049
51-6*7=9,90038
25-6*3=7,90038
6/3*7=14,90036
4*6-19=5,90031
1*32/4=8,90030
7/3*6=14,90019
10+5-9=6,90012
29-6*4=5,90010
9-12+6=3,90006
5-9+12=8,89993
10-6+5=9,89981
52-8*6=4,89978
18-6*3=0,89974
6*4-15=9,89963
10+5-6=9,89962
3*7-16=5,89941
27-3*6=9,89932
9-13+6=2,89922
468/9=52,89919
6*4-19=5,89905
4*7-8=20,89903
1*32/8=4,89900
5-8+12=9,89898
26-7*3=5,89897
134/67=2,89893
3+9*5=48,89892
29-3*8=5,89880
9*8+3=75,89866
210/6=35,89865
6-12+9=3,89863
4*9-35=1,89862
7*4-8=20,89855
32/4-1=7,89843
6*8-41=7,89836
10-9+4=5,89833
7*3-15=6,89830
9*4-35=1,89829
51-7*6=9,89825
3+5*9=48,89823
7*8+3=59,89819
8+6/3=10,89813
7*5-34=1,89786
4*7+2=30,89784
102-94=8,89783
6-13+9=2,89779
1*24/3=8,89778
8*6-41=7,89769
1+32/4=9,89766
5*7-34=1,89763
5+8*4=37,89755
24/3-7=1,89754
18-9*2=0,89741
7*4+2=30,89736
10+5-7=8,89730
4/2+8=10,89729
28/4-6=1,89723
7*3-16=5,89722
1+24/6=5,89718
3+12/4=6,89707
8*9+3=75,89706
9*8/2=36,89700
10-8/2=6,89689
378/9=42,89685
9*6-51=3,89680
8*7+3=59,89674
3-9+14=8,89674
73-8*9=1,89658
12/4+3=6,89653
102-98=4,89653
4-9+13=8,89649
38-9*4=2,89641
192/64=3,89624
5*6/3=10,89622
3*8-15=9,89613
5+4*8=37,89601
310/5=62,89587
6*9-51=3,89587
10-6/2=7,89585
9*7+5=68,89583
3-8+14=9,89579
29-3*7=8,89577
7*9+5=68,89568
6*5/3=10,89567
9-12+7=4,89555
3*8-19=5,89555
4-8+13=9,89554
10+5-8=7,89546
4+6*9=58,89542
9/1*3=27,89541
8*9/2=36,89540
10-7+5=8,89536
7-12+8=3,89534
4+9*6=58,89523
3/1*9=27,89520
8-12+7=3,89519
1+24/3=9,89514
168/24=7,89510
3*9-7=20,89508
10-9+5=6,89504
73-9*8=1,89501
27-6*3=9,89492
3*4-12=0,89488
21-7*3=0,89488
6*8+9=57,89479
32/4-7=1,89476
180/5=36,89473
8+5*7=43,89473
7*8+9=65,89472
6*8-47=1,89469
8+7*5=43,89466
1*42/7=6,89460
9*6-53=1,89454
1*24/8=3,89453
7-13+8=2,89450
8-13+7=2,89435
7-12+9=4,89429
170/2=85,89424
8*6+9=57,89412
8*6-47=1,89402
1+32/8=5,89400
170/5=34,89382
12/3+4=8,89380
5*8-31=9,89377
5*8/4=10,89373
36-4*7=8,89365
6*9-53=1,89361
648/9=72,89356
4+5*7=39,89350
4+7*5=39,89343
1*42/6=7,89340
27/3-1=8,89336
8*7+9=65,89327
9/3*6=18,89322
4*3-12=0,89317
4+12/3=8,89315
10+6-7=9,89310
9*3-7=20,89304
7+8*4=39,89303
10-7+6=9,89293
267/3=89,89290
296/8=37,89267
186/93=2,89265
8/2+6=10,89255
8*5-31=9,89255
8*5/4=10,89251
47-5*9=2,89250
8*3-15=9,89249
6/3*9=18,89248
9/1*4=36,89245
10+6-9=7,89240
4/1*9=36,89225
410/5=82,89218
10-8+5=7,89195
8*3-19=5,89191
9-14+7=2,89182
4+8-12=0,89166
392/7=56,89160
7+4*8=39,89149
9-12+8=5,89120
138/69=2,89083
6*8+2=50,89082
29-8*3=5,89070
9/3*7=21,89059
4*9-6=30,89059
7-14+9=2,89056
4+8*9=76,89051
9*4-6=30,89026
8*6+2=50,89015
36/4-1=8,89001
6-12/4=3,88987
8-12+9=5,88979
8+4-12=0,88973
7/3*9=21,88968
10-6/3=8,88959
4+9*8=76,88950
8+4*3=20,88946
5*8-39=1,88940
736/8=92,88938
6/2+7=10,88933
174/29=6,88932
29-7*3=8,88924
10-9+6=7,88909
3+6*9=57,88890
3+9*6=57,88871
623/7=89,88865
3*4-10=2,88853
3+12/6=5,88852
8*5-39=1,88818
632/8=79,88808
36-7*4=8,88806
8*52=416,88800
752/8=94,88798
27/3-8=1,88785
472/8=59,88784
10+7-9=8,88780
8+3*4=20,88774
37-4*8=5,88767
5*6/1=30,88756
8-12/3=4,88753
45-6*7=3,88730
4*12/6=8,88728
6*8/12=4,88719
10-8+7=9,88705
6*5/1=30,88701
4*3-10=2,88682
4*8/16=2,88681
12/4+5=8,88678
43-5*7=8,88671
10+7-8=9,88666
4*12/8=6,88664
42/7-1=5,88663
10-9+7=8,88662
156/78=2,88655
7+9/3=10,88654
8*6/12=4,88652
74-8*9=2,88648
2+4*7=30,88644
592/8=74,88636
5+12/4=8,88634
2+7*4=30,88621
9-15+8=2,88620
416/52=8,88604
356/4=89,88598
3+9-12=0,88594
2*8-16=0,88582
20-3*4=8,88581
3+8*7=59,88563
9-13+8=4,88556
9*8-2=70,88547
47-9*5=2,88546
2*7-14=0,88535
4+8-10=2,88531
190/5=38,88521
3+8*9=75,88519
45-7*6=3,88517
4*7-23=5,88513
4*8/32=1,88510
102-97=5,88510
3*12/4=9,88498
102-95=7,88498
2+10-4=8,88496
4*8-23=9,88495
74-9*8=2,88491
3*8/24=1,88488
8*4/16=2,88488
20-4*3=8,88487
9/1*6=54,88484
3*12/9=4,88482
9/1*8=72,88479
8-15+9=2,88479
5*8/1=40,88478
9*5-43=2,88477
28/7-1=3,88466
7*4-23=5,88465
12/6+3=5,88452
36/4-8=1,88450
48-5*9=3,88443
5*9-43=2,88439
8*64=512,88437
104-96=8,88436
12/4+6=9,88435
65-7*9=2,88427
8/1*9=72,88420
3+9*8=75,88418
4*9/12=3,88416
8-13+9=4,88415
6+12/4=9,88412
6/1*9=54,88410
12/3-4=0,88404
9*6-4=50,88401
2+16/8=4,88400
9+3-12=0,88390
8*9-2=70,88387
3+7*8=59,88386
9*4/12=3,88383
104-98=6,88372
9*5-42=3,88372
2+10-8=4,88366
4*7-25=3,88360
8*5/1=40,88356
156/39=4,88354
8+4-10=2,88338
582/6=97,88334
5*9-42=3,88334
512/64=8,88330
8*4/32=1,88317
7*4-25=3,88312
12/4-3=0,88310
6*9-4=50,88308
8*4-23=9,88302
534/6=89,88298
3+21/7=6,88298
204/3=68,88293
42/7-5=1,88284
4*8-29=3,88284
43-7*5=8,88281
16/4*2=8,88274
9-14+8=3,88267
4/2*5=10,88260
2*16/4=8,88241
28/7-3=1,88240
9+8*7=65,88237
7*2-14=0,88230
9+8*6=57,88227
5+9*7=68,88226
16/8+2=4,88224
9-12/4=6,88223
5-12/6=3,88219
24-3*8=0,88202
5/2*4=10,88173
39-5*7=4,88163
39-4*8=7,88157
312/78=4,88155
5+7*9=68,88150
9+6*8=57,88145
16*2/4=8,88140
8*2-16=0,88132
8-14+9=3,88126
8*3/24=1,88124
15/3+2=7,88117
65-9*7=2,88113
2*16/8=4,88111
8-12/4=5,88103
2*8-10=6,88103
3*7-21=0,88094
8*4-29=3,88091
58-6*9=4,88090
261/87=3,88089
12/3+5=9,88080
9+7*8=65,88060
8-42/6=1,88055
5*6-23=7,88052
37-8*4=5,88051
6/3+8=10,88045
3*54=162,88036
483/7=69,88018
2*73=146,88013
16*2/8=4,88010
6*5-23=7,87997
2*7-10=4,87990
196/28=7,87980
2+8*6=50,87973
3+9-10=2,87959
7*8-52=4,87956
5+12/3=9,87942
12/4*3=9,87937
54/6-1=8,87934
32-4*8=0,87924
4*8-27=5,87914
5*6-27=3,87911
9-32/4=1,87909
24/3+1=9,87907
4*8-25=7,87902
2+6*8=50,87891
7+5-12=0,87885
7*3-21=0,87875
7*8-54=2,87866
5+7-12=0,87862
1+27/9=4,87856
6*5-27=3,87856
158/79=2,87854
1*28/7=4,87849
12/6*4=8,87846
103-95=8,87841
8*7-52=4,87811
2+10-3=9,87804
1*72/9=8,87799
18/6+2=5,87797
30-4*7=2,87796
1*28/4=7,87795
4*9/18=2,87792
4-16/8=2,87786
12*4/6=8,87775
39-7*5=4,87773
9*4/18=2,87759
9+3-10=2,87755
5-24/6=1,87755
48-9*5=3,87739
103-97=6,87733
7*6/42=1,87728
8*7-54=2,87721
8*4-27=5,87721
2+15/3=7,87720
9*7-3=60,87716
12*4/8=6,87711
8*4-25=7,87709
7*9-3=60,87701
2*9-18=0,87693
2-8+10=4,87693
1*72/8=9,87685
7*2-10=4,87685
2-4+10=8,87680
9/1*7=63,87673
24/6+1=5,87671
174/58=3,87671
103-98=5,87669
9-12/3=5,87666
24/3*1=8,87664
8/1*7=56,87660
5+12/6=7,87659
9-24/3=1,87657
8*2-10=6,87653
6+8-14=0,87652
6*7/42=1,87650
32/4+1=9,87629
7/1*8=56,87628
658/7=94,87624
9*8/12=6,87621
5*8-34=6,87617
12*3/4=9,87614
103-96=7,87613
12*3/9=4,87598
3*64=192,87597
2+10-9=3,87593
35/7-1=4,87588
8+6-14=0,87585
7*8+4=60,87584
7/1*9=63,87582
1+63/9=8,87581
6-21/7=3,87578
14/2-7=0,87577
7*8-6=50,87563
58-9*6=4,87563
5*8-36=4,87551
4+9-13=0,87544
4*78=312,87533
42/6+1=8,87513
1+64/8=9,87512
9+4-13=0,87511
756/9=84,87510
16/2-8=0,87509
6*8-43=5,87504
4/1*5=20,87500
8*5-34=6,87495
230/5=46,87462
8*9/12=6,87461
1*27/3=9,87444
39-8*4=7,87441
1+45/9=6,87440
8*7+4=60,87439
8*6-43=5,87437
5-32/8=1,87437
8*5-36=4,87429
16/8*2=4,87428
8*7-6=50,87418
5/1*4=20,87413
12/8*4=6,87412
2*67=134,87410
9*2-18=0,87403
24-8*3=0,87392
32/4*1=8,87386
1*36/4=9,87386
54/6-8=1,87383
1*36/9=4,87370
6*12/9=8,87369
16/4+3=7,87368
12/6+5=7,87357
48/6-1=7,87355
6*8-45=3,87351
1+28/7=5,87349
24*1/3=8,87343
42/3-6=8,87333
7-12/6=5,87327
1*54/9=6,87318
320/5=64,87317
57-6*9=3,87294
76-8*9=4,87291
8*6-45=3,87284
18/4*2=9,87282
2*9-10=8,87278
42/3-8=6,87269
1*54/6=9,87268
6*12/8=9,87255
7+5-10=2,87250
4*7/28=1,87250
2+18/6=5,87241
1+35/7=6,87240
30-7*4=2,87237
1*27/9=3,87233
3*6-18=0,87232
5+7-10=2,87227
1/8*32=4,87225
5+21/7=8,87225
2+10-7=5,87223
1/4*32=8,87212
4-12+8=0,87212
2+10-5=7,87211
32-8*4=0,87208
7+12/6=9,87207
7*4/28=1,87202
18/9+2=4,87189
5+8-13=0,87182
7*6-34=8,87175
35/7-4=1,87167
8-12+4=0,87162
2+18/9=4,87160
32*1/4=8,87159
18*2/4=9,87148
76-9*8=4,87134
18*2/9=4,87132
3*7-20=1,87128
7-15/3=2,87125
7+6-13=0,87107
9/3*8=24,87107
6+8-10=4,87107
6*7-34=8,87097
3*21/7=9,87089
15/3+4=9,87077
8+5-13=0,87060
2*93=186,87049
12/9*3=4,87048
8/3*9=24,87048
7*6-38=4,87045
8+6-10=4,87040
28-4*7=0,87032
32*1/8=4,87029
6+7-13=0,87029
10-9/3=7,87024
1/3*24=8,87019
3*21/9=7,87019
24*1/8=3,87018
9/3+7=10,87011
6+21/7=9,87003
9*7/21=3,86989
9*2-10=8,86988
48/6-7=1,86988
1/8*24=3,86983
51/3-9=8,86978
7*9/21=3,86974
6*7-38=4,86967
7*5-29=6,86966
106/53=2,86965
7*6/14=3,86954
63/7-1=8,86953
5*7-29=6,86943
6*3-18=0,86935
64/8-1=7,86926
7*5-26=9,86916
7*3-20=1,86909
105-97=8,86902
42-6*7=0,86901
2-9+10=3,86901
9+5-14=0,86901
5*7-26=9,86893
4+10-6=8,86892
3*14/7=6,86888
2*18/4=9,86887
9-12/6=7,86881
7*24=168,86879
6*7/14=3,86876
2*18/9=4,86871
1+36/9=5,86870
12/6+7=9,86867
51/3-8=9,86864
5+9-14=0,86863
2-3+10=9,86842
4+10-8=6,86828
1*63/7=9,86824
3*6-10=8,86817
9-21/7=6,86814
36/4-2=7,86808
3*9/27=1,86808
4+9-10=3,86804
7*6+8=50,86793
57-6*8=9,86776
36/4-7=2,86772
9+4-10=3,86771
3*14/6=7,86768
57-9*6=3,86767
3+14/7=5,86759
4*38=152,86756
1*63/9=7,86754
16/4+5=9,86745
34/2-9=8,86744
108/54=2,86742
14/7-2=0,86735
9-12+3=0,86725
1+48/6=9,86722
105-98=7,86718
6*7+8=50,86715
3+16/4=7,86711
1+54/9=7,86702
8-21/7=5,86694
42-7*6=0,86688
49/7-1=6,86677
3+10-4=9,86662
50-6*8=2,86661
3-12+9=0,86659
27/3-5=4,86647
3+10-9=4,86646
65-7*8=9,86640
68-7*9=5,86634
18/2-9=0,86631
34/2-8=9,86630
9/2*8=36,86617
59-7*8=3,86612
27/3-4=5,86605
9*3/27=1,86604
5-18/6=2,86596
4*9/36=1,86590
75-8*9=3,86587
6/3*5=10,86576
21/7+3=6,86565
64/8-7=1,86559
8/2*9=36,86558
9*4/36=1,86557
32/8+1=5,86547
4-18/9=2,86546
5/3*6=10,86543
32/8*1=4,86540
9+6-15=0,86540
81/9-2=7,86539
4+15/3=9,86538
207/3=69,86531
24/8*1=3,86529
20/5-1=3,86528
6*3-10=8,86520
16/8-2=0,86510
81/9-7=2,86503
14/7+3=5,86496
65-8*7=9,86483
1/7*42=6,86483
28-7*4=0,86473
42/3-5=9,86470
3+10-5=8,86468
59-8*7=3,86455
78*4=312,86455
6+9-15=0,86447
316/79=4,86443
5+8-10=3,86442
27-3*9=0,86440
6+14/7=8,86435
8/4*5=10,86432
75-9*8=3,86430
1/6*42=7,86424
2-7+10=5,86420
42*1/7=6,86418
42/3-9=5,86412
57-8*6=9,86406
63/7-8=1,86402
18/9*2=4,86393
2-5+10=7,86393
5/4*8=10,86384
7+6-10=3,86367
3+10-7=6,86360
9+5-10=4,86356
14*3/7=6,86354
270/6=45,86333
3+16/8=5,86330
4+8*7=60,86329
108/27=4,86322
68-9*7=5,86320
8+5-10=3,86320
5+9-10=4,86318
28/4*1=7,86310
20/5-3=1,86302
42*1/6=7,86298
3+10-8=5,86296
50-8*6=2,86291
6+7-10=3,86289
18/6+4=7,86285
54*3=162,86281
81/9-3=6,86280
2*69=138,86273
16/8+3=5,86271
258/43=6,86260
1*56/7=8,86253
14/7+6=8,86249
3+10-6=7,86240
14*3/6=7,86234
9-15/3=4,86231
9*8/72=1,86221
14/6*3=7,86211
160/32=5,86195
49/7-6=1,86190
42/6*1=7,86179
460/5=92,86161
4-8+10=6,86155
4+7*8=60,86152
4-6+10=8,86150
18/3-6=0,86148
52/4-7=6,86140
7+8-15=0,86137
28*1/7=4,86137
67*2=134,86130
7-16/4=3,86128
9*6/18=3,86127
5-14/7=3,86126
12*6/9=8,86122
14/7*3=6,86118
36-4*9=0,86105
360/5=72,86102
42/7*1=6,86086
73*2=146,86084
28*1/4=7,86083
2/8*16=4,86078
7-12+5=0,86076
1*56/8=7,86069
2/4*16=8,86065
8*9/72=1,86061
12/8*6=9,86055
81/9-5=4,86043
5-12+7=0,86038
6*9/18=3,86034
4+10-5=9,86029
52/4-6=7,86020
81/9-6=3,86019
12/9*6=8,86012
9*6/54=1,86011
12*6/8=9,86008
9+7-16=0,86004
4/8*12=6,86002
81/9-4=5,86001
4/6*12=8,85997
8+7-15=0,85992
8-14/7=6,85991
5+16/4=9,85990
7+9-16=0,85989
1+56/7=9,85989
10/2+3=8,85972
4+10-9=5,85971
1/7*28=4,85965
52*8=416,85960
130/26=5,85958
3-9+10=4,85954
9+6-10=5,85953
3*87=261,85948
504/8=63,85944
130/65=2,85933
4-27/9=1,85924
4*8-32=0,85920
6*9/54=1,85918
3*8-24=0,85898
1/4*28=7,85898
38*4=152,85897
1+49/7=8,85894
64*8=512,85892
21/3-7=0,85875
6+9-10=5,85860
651/93=7,85847
3-4+10=9,85846
140/28=5,85841
8/12*6=4,85821
6/12*8=4,85819
413/59=7,85812
28/7+1=5,85812
28/7*1=4,85805
3/9*12=4,85801
18/9+4=6,85793
27/3*1=9,85788
64*3=192,85787
3-12/4=0,85783
3+24/8=6,85782
72/6-4=8,85775
4-12/3=0,85758
54/6-2=7,85741
27/9+1=4,85740
8*4-32=0,85727
30/6-1=4,85714
9-16/4=5,85714
18/6-3=0,85708
54/6-7=2,85705
9+8-17=0,85703
6/1*5=30,85697
5-16/8=3,85697
3/4*12=9,85693
2*78=156,85693
5/1*6=30,85664
9-64/8=1,85655
10/5+2=4,85650
3-5+10=8,85650
368/92=4,85648
72/6-8=4,85645
4*79=316,85631
9/12*4=3,85626
4/32*8=1,85623
3-8+10=5,85623
4+18/9=6,85622
340/5=68,85621
9*5-37=8,85608
5*62=310,85603
364/52=7,85600
21/7+5=8,85590
342/57=6,85590
4+18/6=7,85587
8/32*4=1,85573
5*9-37=8,85570
236/59=4,85570
5+10-9=6,85569
10/2+4=9,85558
3-7+10=6,85557
4-10+8=2,85553
7+8-10=5,85550
8+9-17=0,85543
4/12*9=3,85535
8*3-24=0,85534
9+7-10=6,85525
5+10-6=9,85519
9-13+4=0,85511
7+9-10=6,85510
360/8=45,85509
8-10+4=2,85503
8+6*7=50,85499
3-6+10=7,85498
18/9-2=0,85475
27-9*3=0,85473
8-63/9=1,85469
27*1/3=9,85467
36/4*1=9,85453
6*29=174,85435
9*5-38=7,85424
4-13+9=0,85420
45/9-3=2,85419
8-14+6=0,85417
406/7=58,85416
6-14+8=0,85415
18*3/9=6,85408
91/7-5=8,85406
8+7-10=5,85405
8+7*6=50,85404
3/24*8=1,85396
6-45/9=1,85390
5-28/7=1,85386
5*9-38=7,85386
5*82=410,85380
1+20/4=6,85374
18*3/6=9,85358
3*8-20=4,85353
8/1*5=40,85352
21/7+6=9,85347
18/6*3=9,85335
9*7/63=1,85324
8/24*3=1,85321
45/9-2=3,85314
7*9/63=1,85309
3+24/6=7,85308
430/5=86,85305
1/9*36=4,85305
5/1*8=40,85304
1/9*27=3,85303
30/6-4=1,85293
201/67=3,85291
5+10-7=8,85287
4*8-30=2,85285
4-9+10=5,85279
69*2=138,85269
9*8-67=5,85259
27*1/9=3,85256
9*8-65=7,85247
1/3*27=9,85244
18/9+3=5,85236
91/7-8=5,85234
36-9*4=0,85232
36*1/4=9,85226
7-18/6=4,85224
21/7-3=0,85222
3*18/9=6,85219
4-5+10=9,85211
36*1/9=4,85210
20/4+1=6,85208
72/8-3=6,85202
1/4*36=9,85197
6-35/7=1,85190
2/9*18=4,85189
16/8+5=7,85176
7*8/56=1,85171
3*18/6=9,85169
4/16*8=2,85152
48/6+1=9,85141
7*6-42=0,85138
5+16/8=7,85137
93*2=186,85135
6-18/9=4,85122
9+8-10=7,85104
5+10-8=7,85103
8/16*4=2,85102
8*9-67=5,85099
8*4-30=2,85092
3+18/9=5,85090
8*9-65=7,85087
21*3/7=9,85085
72/6-3=9,85083
7/42*6=1,85082
2/4*18=9,85081
45/3-9=6,85080
9-10+3=2,85066
6/42*7=1,85065
6+10-7=9,85065
8-13+5=0,85062
6-24/8=3,85062
6*7-42=0,85060
60-7*8=4,85059
5-13+8=0,85039
54-6*9=0,85038
7-13+6=0,85033
45/3-6=9,85030
8*7/56=1,85026
48/6-3=5,85023
35/7+1=6,85018
6-13+7=0,85016
21*3/9=7,85015
7*59=413,85010
3-10+9=2,85000
6+10-9=7,84995
8*3-20=4,84989
10/4*2=5,84981
468/52=9,84974
72/8-5=4,84965
1/9*72=8,84956
6*35=210,84952
8+9-10=7,84944
72/8-6=3,84941
72/8-4=5,84923
210/35=6,84914
5-36/9=1,84907
3+42/7=9,84906
60-8*7=4,84902
10*2/5=4,84889
5-9+10=6,84877
72/6-9=3,84872
48/6-5=3,84870
9-48/6=1,84865
1/8*72=9,84861
24*7=168,84859
18/9*3=6,84858
4*39=156,84854
10/5*2=4,84854
21/7*3=9,84849
63/9-2=5,84848
10*2/4=5,84847
7*28=196,84837
9-14+5=0,84809
7-16/8=5,84805
63/9-5=2,84800
45/3-7=8,84798
9*8/24=3,84793
7-54/9=1,84789
5-6+10=9,84777
7+10-9=8,84765
6*43=258,84763
72-8*9=0,84758
78*2=156,84756
1/9*54=6,84751
3*58=174,84747
45/9+1=6,84733
2*79=158,84730
7-24/6=3,84725
9/12*8=6,84721
64/8+1=9,84712
72*1/9=8,84709
1*20/5=4,84709
378/42=9,84692
6/9*12=8,84688
3*24/9=8,84687
16/8+7=9,84686
7+16/8=9,84685
1*20/4=5,84667
310/62=5,84665
4*7-28=0,84660
1/6*54=9,84651
7+10-8=9,84651
5-14+9=0,84645
4*5/10=2,84636
50-6*7=8,84634
